count,confidence_lower,confidence_upper,mean,std,min,25%,50%,75%,max,lower_boundary,upper_boundary,IQR,lower_whiskers,upper_whiskers,real_mean,real_std,lower_real,upper_real,macro,macro_mean,macro_std,macro_lower_bound,macro_upper_bound,curr_features,new_var,count_vars,best_in_iter
1000.0,47.32640584553794,48.56594131683397,47.95129954621043,0.30872508056130965,47.00046785724985,47.74690423526183,47.952914206071064,48.16638855000385,48.992379471588876,47.34619838831026,48.556400704110594,0.4194843147420144,47.11767776314881,48.79561502211686,47.95130462180112,0.3069177074964357,47.34974591510811,48.55286332849413,[47.980119732430104],47.980119732430104,1.0,46.0201197324301,49.940119732430105,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_he_part_sum_answered_correctly']",content_he_part_sum_answered_correctly,4,1
1000.0,47.317170753904456,48.470993439163074,47.88823297238024,0.3037341299132687,46.74396328826896,47.669829431691035,47.890248028777954,48.10392071859257,48.82102704076306,47.292914077750225,48.48355186701024,0.4340912869015341,47.01869250133874,48.755057648944856,47.888661291572205,0.3019163145372616,47.29690531507917,48.48041726806525,[47.8808026913335],47.88080269133351,1.0,45.920802691333506,49.8408026913335,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_he_part_mean_answered_correctly']",content_he_part_mean_answered_correctly,4,0
1000.0,47.30439717943983,48.4693221651041,47.88500882958727,0.2966009548044797,46.811072755787016,47.68405878314157,47.89609907937076,48.083711584206675,48.78558324604039,47.30367095817049,48.46634670100405,0.399652801065109,47.08457958154389,48.68319078580433,47.885827102010964,0.2931952230482027,47.31116446483647,48.46048973918543,[47.891938882607455],47.89193888260746,1.0,45.93193888260746,49.85193888260746,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_he_cl_sum_answered_correctly']",content_he_cl_sum_answered_correctly,4,0
1000.0,47.21098034687178,48.41959072808882,47.78773374773355,0.3004290683466647,46.87993680237463,47.57124323400264,47.79170663417114,47.9859984567856,48.907261902542324,47.19889277377409,48.37657472169302,0.4147552227829507,46.949110399828214,48.608131290960024,47.787331136859684,0.2986986763287917,47.201881731255256,48.37278054246411,[47.784819820552514],47.784819820552514,1.0,45.82481982055251,49.744819820552514,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_id']",content_id,4,0
1000.0,47.194541369113004,48.396870898573844,47.769715881346904,0.30380154171971085,46.91491921322064,47.55838044949548,47.756969896750746,47.97567513884897,48.75476339459129,47.174264859576255,48.36516690311753,0.4172946893534899,46.93243841546524,48.6016171728792,47.76950639259465,0.3030863744826842,47.17545709860859,48.36355568658072,[47.771445764899866],47.77144576489985,1.0,45.81144576489986,49.73144576489987,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_user_count_user_id']",content_user_count_user_id,4,0
1000.0,47.16355648901365,48.288750084595044,47.73136568786374,0.2965534976235554,46.66611321067912,47.51798553254117,47.73782901597197,47.937521153217276,48.58348865278604,47.15012083252157,48.312610543205906,0.4195356206761076,46.888682101527,48.56682458423143,47.731713385897166,0.2953817298986948,47.152765195295714,48.31066157649861,[47.723985626467154],47.723985626467154,1.0,45.763985626467154,49.68398562646715,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'rel_content_he_part_mean_answ']",rel_content_he_part_mean_answ,4,0
1000.0,47.138993826417675,48.30902768163564,47.71374705314866,0.2984400897082977,46.77056026534672,47.503923230835895,47.72076877500035,47.91893173055973,48.68459009340525,47.128804477320394,48.298689628976916,0.4150084997238324,46.88141048125015,48.54144448014549,47.713675611580115,0.2971099049001908,47.13134019797575,48.2960110251845,[47.7109814838871],47.7109814838871,1.0,45.7509814838871,49.6709814838871,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_sum_answered_correctly']",content_sum_answered_correctly,4,0
1000.0,47.121177451466075,48.25434505056349,47.69151276412246,0.2930462556136412,46.82833969923665,47.49206418805908,47.69385087672801,47.87798970049109,48.78452536940543,47.117142103119704,48.26588342512519,0.3859255124320029,46.91317591941107,48.45687796913909,47.69080982570104,0.2896677221769079,47.1230610902343,48.25855856116778,[47.69747993780247],47.69747993780247,1.0,45.73747993780247,49.65747993780247,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'kmean_cluster']",kmean_cluster,4,0
1000.0,47.11310756092462,48.31518503487168,47.69703144521177,0.3057706622235793,46.80363687011,47.48857111093822,47.69210008922871,47.90749965307565,48.51913150308911,47.09772094725356,48.29634194316999,0.41892854213742936,46.86017829773208,48.53589246628179,47.69711294222606,0.3055412603095519,47.09825207201935,48.295973812432784,[47.70289331155424],47.70289331155424,1.0,45.74289331155424,49.66289331155424,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'rel_user_he_mean_answ']",rel_user_he_mean_answ,4,0
1000.0,47.10141346758761,48.233656883307475,47.65267084245766,0.2968028788537023,46.70899185232318,47.44548394720753,47.647900337729425,47.8452389318021,48.685279752536744,47.07093719990441,48.23440448501091,0.3997549845945727,46.84585147031567,48.44487140869396,47.652293533249605,0.2942901096794542,47.075484918277894,48.22910214822134,[47.65781547863133],47.65781547863133,1.0,45.69781547863133,49.61781547863132,"['content_he_mean_answered_correctly', 'user_ema_answered_correctly', 'abs_chng_timestamp', 'content_cl_sum_answered_correctly']",content_cl_sum_answered_correctly,4,0
